Rank,Name,TokenType,Volume,24h%,7d%,Floor Price,Owners,Items
293,Loser Club Official,ETH,"4,747.68",10.51%,-28.89%,0.35,5.5K,10.0K
294,BYOLand,ETH,"4,701.07",-63.95%,33.37%,1.45,2.9K,10.1K
295,Singularity by Hideki Tsukamoto,ETH,"4,698.19",null,-18.76%,2.5,400,1.0K
296,Eponym by ART AI,ETH,"4,674.57",-100.00%,103.82%,0.1,2.9K,10.0K
297,Thingdoms,ETH,"4,674.13",176.77%,-23.39%,0.21,4.6K,10.0K
298,Justin Aversano - Twin Flames - Collection of 100 Twin Portraits,ETH,"4,657.98",null,-100.00%,100.69,86,100
299,8SIAN Main Collection,ETH,"4,657.90",-67.25%,-30.34%,0.13,4.5K,8.9K
300,Flooz GEN F,ETH,"4,642.62",-39.05%,-50.08%,0.14,4.9K,10.0K
301,Pixel Vault Founder's DAO,ETH,"4,568.22",-80.21%,null,3.09,3.0K,5.9K
302,Zodiac Capsules,ETH,"4,536.32",-77.95%,-55.12%,0.35,1.9K,9.3K
303,FEWOCiOUS x RTFKT,ETH,"4,533.75",null,null,4.6,543,909
304,Neo Tokyo Part 3 Item Caches,ETH,"4,507.57",null,94.19%,1.7,352,2.5K
305,Dapper Dinos NFT,ETH,"4,500.67",4.68%,-36.54%,0.16,4.3K,10.0K
306,Women and Weapons,ETH,"4,447.93",-11.10%,12.49%,0.28,5.7K,10.0K
307,Playing Arts Crypto Edition,ETH,"4,410.97",null,-68.04%,0.04,1.5K,7.8K
308,Gutter Juice,ETH,"4,405.61",-60.08%,-37.33%,0.31,8.2K,28.0K
309,Undead Pastel Club,ETH,"4,398.02",24.54%,-62.68%,0.07,6.2K,10.0K
310,The Wanderers,ETH,"4,396.36",145.01%,18.62%,0.3,4.3K,8.9K
311,IlluminatiNFT,ETH,"4,391.18",182.59%,-21.86%,0.22,3.7K,8.1K
312,Async Art,ETH,"4,373.72",null,-91.53%,0.02,1.1K,4.0K
313,Pop Art Cats by Matt Chessco,ETH,"4,334.71",-81.71%,5.57%,0.12,4.9K,10.0K
314,Feudalz,ETH,"4,331.54",-16.68%,-10.85%,0.12,333,4.4K
315,Jadu Hoverboard,ETH,"4,329.06",131.61%,121.43%,0.55,2.8K,6.7K
316,Alien Insects by Shvembldr,ETH,"4,278.05",null,null,0.19,440,1.0K
317,uwucrew,ETH,"4,265.38",372.01%,5.36%,0.2,3.9K,9.7K
318,PEGZ,ETH,"4,264.01",null,null,15,56,103
319,Acrocalypse,ETH,"4,260.11",-3.63%,40.11%,0.72,3.7K,10.2K
320,The Official Surreals,ETH,"4,257.93",312.00%,68.62%,0.06,5.1K,10.0K
321,Avastars,ETH,"4,228.63",104.03%,-44.84%,0.1,5.1K,25.7K
322,Girlies NFT,ETH,"4,197.37",186.52%,7.45%,0.08,4.4K,10.0K
323,Plasma Bears,ETH,"4,191.46",null,-11.20%,0.3,638,1.5K
324,BrainDrops,ETH,"4,155.04",-62.08%,198.39%,0.04,2.4K,8.2K
325,DentedFeelsNFT,ETH,"4,155",-14.02%,-41.23%,0.14,5.9K,11.1K
326,Gutter Species Mint Pass,ETH,"4,153.95",-42.88%,1820.66%,4.99,87,135
327,The Flower Girls,ETH,"4,143.26",111.25%,7.25%,0.47,4.2K,10.0K
328,Crypto Cannabis Club,ETH,"4,138.19",44.20%,-36.65%,0.25,4.4K,10.0K
329,Terraforms by Mathcastles,ETH,"4,112.18",369.85%,39.75%,0.66,2.2K,9.9K
330,The Indifferent Duck,ETH,"4,080.26",11.78%,-68.62%,0.04,4.5K,10.0K
331,Nuclear Nerds of the Accidental Apocalypse,ETH,"4,061.84",81.47%,-35.13%,0.37,3.6K,9.0K
332,First First NFTs,ETH,"4,059.24",null,22.58%,0.03,1.8K,5.0K
333,Meta Eagle Club. Galyverse by Gal Yosef,ETH,"4,045.21",23.56%,-6.30%,0.14,6.4K,12.0K
334,Netvrk Land,ETH,"4,044.37",44.49%,-43.34%,0.66,3.8K,9.8K
335,STAPLEVERSE - FEED CLAN - PHASE 1 of 3,ETH,"4,033.52",191.32%,-81.17%,0.27,3.4K,6.1K
336,BCCG,ETH,"4,018.50",null,-12.45%,< 0.01,5.4K,58
337,Alpha Kongs Club - AKC,ETH,"3,988.79",-35.77%,64.65%,0.24,5.4K,8.9K
338,Metaverse HQ,ETH,"3,975.55",95.48%,-15.96%,3.09,1.4K,1
339,Fast Food Punks,ETH,"3,963.27",-100.00%,null,0.3,305,1.0K
340,Clementines Nightmare,ETH,"3,958.33",-1.07%,-60.21%,0.39,3.4K,5.0K
341,The Beeings,ETH,"3,957.77",-45.24%,350.69%,0.05,5.5K,10.0K
342,FLUF World: Thingies,ETH,"3,928.27",90.09%,-43.19%,1.24,3.1K,9.6K
343,DSC | DIGITAL IDENTITY,KLAY,"10,281,030.23",-8.46%,56.09%,400,1.8K,10.0K
344,Angry Ape Army,ETH,"3,906.67",378.18%,-36.78%,2.8,1.1K,3.3K
345,Chicken Derby,ETH,"3,883.26",-13.87%,23.92%,0.03,5.9K,33.3K
346,Zoofrenz by Zombot Studio,ETH,"3,877.89",-26.24%,38.21%,0.44,3.4K,6.7K
347,Royal Society of Players,ETH,"3,874.19",-38.30%,-48.25%,0.12,1.6K,10.0K
348,NFTBoxes,ETH,"3,859.39",-8.54%,149.47%,< 0.01,4.5K,43.6K
349,Monfters Club,ETH,"3,849",64.17%,-83.19%,0.06,4.0K,8.0K
350,HUXLEY Comics,ETH,"3,806.55",102.88%,-7.73%,0.24,3.6K,27.8K
351,Fortune Media,ETH,"3,774.53",null,null,1.99,213,4
352,EtherLambos,ETH,"3,773.40",null,824.47%,2,755,1.6K
353,Legacy Ether Orcs,ETH,"3,767.97",null,null,---,4,2.2K
354,The Habibiz,ETH,"3,767.52",-12.71%,73.10%,0.89,523,4.9K
355,FancyBears Metaverse Official,ETH,"3,767.13",-53.80%,3.44%,0.57,3.7K,7.9K
356,IKB Cachet de Garantie,ETH,"3,750.92",null,null,79,56,79
357,Trillionaire Thugs,ETH,"3,708.22",315.76%,-6.79%,0.25,4.0K,7.8K
358,Bored Mummy Waking Up,ETH,"3,697.96",1010.18%,64.91%,0.06,3.7K,8.9K
359,RTFKT x JeffStaple,ETH,"3,678.67",-51.50%,160.68%,5.1,489,802
360,Cosmic Labs,ETH,"3,672.10",216.95%,90.42%,0.06,3.4K,9.0K
361,The KILLAZ,ETH,"3,665.48",16.51%,56.47%,0.03,4.1K,10.0K
362,SkuxxVerse Pass,ETH,"3,652.22",-9.58%,-36.55%,0.35,3.0K,7.8K
363,StackedToadz,ETH,"3,651.23",0.00%,11.16%,0.02,647,3.0K
364,The Eternal Pump by Dmitri Cherniak,ETH,"3,646.19",null,null,475,37,50
365,Scribbled Boundaries by William Tan,ETH,"3,645.91",null,-100.00%,0.35,650,1.0K
366,CENTURY by Casey REAS,ETH,"3,644.73",null,-66.97%,1.12,561,1.0K
367,Look Labs 420 Game,ETH,"3,633.14",-74.61%,-86.76%,0.67,473,2
368,Gazers by Matt Kane,ETH,"3,629.05",null,-36.83%,6.69,414,1.0K
369,Pixl Pets - Genesis Collection,ETH,"3,618.17",-33.06%,-8.26%,0.16,4.7K,15.0K
370,MonsterBuds Genesis,ETH,"3,605.46",-4.03%,-65.55%,0.04,3.3K,11.2K
371,OFF BLUE,ETH,"3,589.58",null,null,---,10,4
372,24px,ETH,"3,571.52",-100.00%,-82.44%,0.03,4.3K,9.9K
373,Beatboxes by Zeblocks,ETH,"3,566.31",null,-91.26%,0.39,489,841
374,Alpha Girl Club,ETH,"3,546.13",708.27%,-3.15%,0.13,5.3K,9.9K
375,Do Not Buy! (Old Contract),ETH,"3,545.30",null,-99.31%,---,4.5K,7.8K
376,Ready Player Cat NFT,ETH,"3,542.72",null,18.24%,0.07,2.1K,5.0K
377,Grandpa Ape Country Club,ETH,"3,537.06",-100.00%,-93.53%,---,1.9K,5.0K
378,Stoner Ape Club | SAC,ETH,"3,510.22",143.76%,5.39%,0.16,4.1K,6.7K
379,Trossets by Anna Carreras,ETH,"3,501.59",null,-0.20%,0.69,648,1.0K
380,Polychain Monsters,ETH,"3,485.68",-15.25%,-60.96%,< 0.01,10.3K,32.7K
381,PolkaPets TCG,ETH,"3,472.27",120.00%,-50.27%,< 0.01,4.5K,41
382,Elevated Deconstructions by luxpris,ETH,"3,458.66",null,null,28,104,200
383,ExpansionPunks,ETH,"3,456.78",-53.45%,17.30%,0.16,3.2K,10.0K
384,DeRace Horses,ETH,"3,443.04",30.81%,32.68%,0.14,1.9K,5.2K
385,Omnimorphs,ETH,"3,428.86",298.15%,52.74%,0.03,4.0K,9.1K
386,Jadu Jetpack,ETH,"3,427.30",null,42.42%,3,739,1.1K
387,Extension Loot (for Adventurers),ETH,"3,415.65",null,-100.00%,0.01,2.2K,7.8K
388,Grifters by XCOPY,ETH,"3,413.82",-100.00%,-60.49%,11.75,537,666
389,Mutant Garden Seeder,ETH,"3,407.37",-100.00%,424900.00%,3.75,280,513
390,Gutter Pigeons,ETH,"3,403.85",-85.42%,97.74%,2.09,1.9K,2.9K
391,NAH FUNGIBLE BONES,ETH,"3,403.56",187.38%,71.98%,0.05,4.9K,10.0K
392,CityDAO Citizenship,ETH,"3,400.51",581.66%,0.22%,0.45,5.0K,3
393,Claylings,ETH,"3,394.02",6.61%,28.84%,0.19,2.2K,4.0K
394,Bricktopians by Law Degree,ETH,"3,379.21",137.58%,-33.29%,0.19,5.1K,10.0K
395,Ether Cards Founder,ETH,"3,375.53",2982.71%,90.28%,0.43,1.5K,10.0K
396,Doge Pound Puppies,ETH,"3,365.84",-57.21%,15.61%,0.15,4.8K,8.3K
397,Coodles,ETH,"3,361.43",-57.86%,-36.40%,0.02,4.8K,8.9K
398,Dope Wars,ETH,"3,359.92",null,143.23%,0.08,2.1K,8.0K
399,Legionfarm Gaming Heroes #1,ETH,"3,344.82",52.56%,-2.97%,0.12,427,3.0K
400,BEANS - Dumb Ways to Die,ETH,"3,335.18",16.69%,-13.30%,0.13,4.1K,10.0K
401,Kumo x World Residents,ETH,"3,317.76",16.90%,-47.20%,0.16,3.9K,6.6K
402,X-Consoles by 0xnft,ETH,"3,312.25",57.51%,-20.53%,0.7,47,1.0K
403,Hero Galaxy: Heroes,ETH,"3,311.60",3.83%,-60.56%,0.42,2.1K,5.6K
404,CROAKZ by McGill!,ETH,"3,304.12",-33.85%,113.02%,0.07,3.6K,7.0K
405,LetsWalk,ETH,"3,287.70",null,-74.19%,3.6,677,72
406,FameLadySquad,ETH,"3,287.51",-37.14%,205.06%,0.18,3.9K,8.9K
407,Psychedelics Anonymous Component 1,ETH,"3,284.41",-18.42%,-6.61%,0.7,5.3K,9.6K
408,MLB Champions,ETH,"3,268.44",null,616.36%,< 0.01,2.6K,249.1K
409,Fatales,ETH,"3,263.34",-43.83%,-40.93%,0.02,3.8K,10.0K
410,METABILLIONAIRE,ETH,"3,262.33",249.41%,-51.13%,0.18,3.9K,7.8K
411,Generative Dungeon,ETH,"3,261.93",359.32%,43.55%,0.43,1.8K,3.0K
412,"I Like You, You're Weird",ETH,"3,246.07",-32.94%,-53.95%,0.2,5.1K,10.0K
413,The Million Dollar Punk Draw,ETH,"3,245.81",null,null,---,---,---
414,Unigrids by Zeblocks,ETH,"3,240.37",null,326.80%,10,174,421
415,Moshi Mochi,ETH,"3,217.21",27.13%,-53.22%,0.07,3.7K,8.0K
416,Wolf Game - Farmer,ETH,"3,179.92",25.01%,129.93%,0.7,3.4K,11.7K
417,Noundles,ETH,"3,157.71",3.78%,102.69%,0.05,3.2K,7.5K
418,OG:Crystals,ETH,"3,157.64",6.49%,-54.23%,0.05,3.6K,10.3K
419,Gauntlets,ETH,"3,154.81",21.10%,-22.24%,0.06,3.8K,10.0K
420,Rapture by Thomas Lin Pedersen,ETH,"3,154.79",null,-100.00%,0.2,587,1.0K
421,Frammenti by Stefano Contiero,ETH,"3,144.89",null,-100.00%,2,366,555
422,Axolittles,ETH,"3,129.52",-8.55%,-17.28%,0.08,3.6K,10.0K
423,Party Penguins,ETH,"3,128.69",35.50%,-52.89%,< 0.01,3.9K,10.0K
424,CreatureToadz,ETH,"3,119.55",-78.17%,743.84%,0.05,4.7K,8.9K
425,Fat Ape Club,ETH,"3,119",-85.71%,-60.27%,0.04,5.4K,10.0K
426,Chimera by mpkoz,ETH,"3,104.59",-10.99%,-76.98%,1.1,646,987
427,Goons of Balatroon,ETH,"3,098.51",22.32%,-45.33%,0.16,3.2K,9.7K
428,Bamboozlers,ETH,"3,095.79",null,10.90%,0.03,841,10.0K
429,OogaVerse,ETH,"3,079.57",774.19%,-23.69%,0.22,962,4.3K
430,PixelMap,ETH,"3,074.86",-100.00%,223.64%,1.67,506,1.6K
431,ZombieToadz,ETH,"3,070.13",-48.86%,7.91%,0.02,1.7K,5.6K
432,Woodies Mint Passport,ETH,"3,067.93",null,-100.00%,0.2,138,3
433,GOOP TROOP,ETH,"3,056.27",317.87%,31.24%,0.04,2.3K,10.0K
434,Meta Legends,ETH,"3,050.47",125.68%,-3.42%,0.19,5.0K,12.3K
435,10KTF: GUCCI GRAIL MINT PASS,ETH,"3,036.14",-91.52%,329.80%,0.5,170,1
436,Mavia Land,ETH,"3,029.30",507.18%,-49.86%,0.99,2.5K,8.0K
437,StrongBlock NFTs,ETH,"3,028.76",null,-51.74%,0.89,1.3K,5.2K
438,Waifusion,ETH,"3,025.84",null,57.68%,0.05,2.3K,16.4K
439,NFT Siblings Avatars,ETH,"2,998.83",null,-45.43%,0.05,2.8K,10.1K
440,10KTF,ETH,"2,991.05",-42.12%,21.67%,0.35,4.7K,18.4K
441,CryptoHoots Steampunk Parliament,ETH,"2,990.40",null,72.97%,0.35,900,2.5K
442,Neo Tokyo Part 4 Land Deeds,ETH,"2,985.85",null,-67.16%,1.5,70,2.1K
443,Bears Deluxe,ETH,"2,970.86",-6.93%,-57.58%,0.87,2.7K,6.2K
444,Anatomy Science Ape Club,ETH,"2,962.43",-70.47%,-39.11%,0.03,4.3K,8.0K
445,Chumbi Valley Official,ETH,"2,961.41",-52.46%,-0.16%,0.48,1.9K,4.1K
446,Chubbies,ETH,"2,958.23",71.77%,-59.76%,0.06,3.4K,10.0K
447,The 140 Collection by Twitter,ETH,"2,952.76",-100.00%,null,11.5,106,7
448,Apparitions by Aaron Penne,ETH,"2,947.68",-100.00%,-41.33%,0.95,737,1.5K
449,Laid Back Llamas Collection,ETH,"2,939.58",32.61%,21.12%,0.13,3.4K,7.0K
450,GossApe Girl Official,ETH,"2,934.28",34.39%,-3.23%,0.1,3.3K,7.0K
451,PX Quest,ETH,"2,919.05",-76.38%,-71.31%,0.1,2.3K,5.0K
452,Rug Radio Membership Pass,ETH,"2,917.58",15.17%,139.43%,0.1,13.7K,20.0K
453,HalloweenBears,ETH,"2,912.12",null,-100.00%,< 0.01,2.5K,10.0K
454,CryptoZoo.co,ETH,"2,906.89",333.26%,-43.44%,0.15,1.5K,4.2K
455,MultiverseVM,ETH,"2,903.09",-37.58%,605.46%,0.66,2.2K,8.0K
456,Apostles: Genesis,ETH,"2,894.18",32.68%,-32.20%,0.95,2.5K,7.3K
457,Generativemasks,ETH,"2,893.40",-22.48%,33.96%,0.06,3.5K,10.0K
458,The GFT Shoppe: Atari 50th Anniversary Commemorative Collection,ETH,"2,878.85",-13.23%,-62.87%,0.04,4.4K,10.0K
459,BearXLabs,ETH,"2,853.48",-64.43%,90.28%,0.18,947,5.0K
460,GhostsProject,ETH,"2,847.70",179.89%,-37.90%,0.14,3.4K,10.0K
461,Purrnelopes Country Club,ETH,"2,846.36",-18.21%,313.03%,0.33,3.3K,10.0K
462,Rogue Society Bots,ETH,"2,844.42",-60.20%,79.49%,< 0.01,7.1K,15.8K
463,Toy Boogers,ETH,"2,841.87",-40.38%,-29.69%,0.53,2.0K,3.3K
464,Cypher by Hideki Tsukamoto,ETH,"2,840.06",-48.60%,-25.95%,0.9,539,1.0K
465,Creepz Invasion Pass,ETH,"2,827.88",-62.28%,-19.00%,0.15,3.5K,1
466,Wilder World,ETH,"2,825.07",127.47%,-27.96%,0.45,2.3K,7.3K
467,Ember Sword Land,ETH,"2,820.92",225.23%,104.21%,0.21,6.0K,40.0K
468,The Walking Dead Official,ETH,"2,820.80",-70.23%,54.58%,0.27,3.0K,5.0K
469,Mars Cats Voyage,ETH,"2,809.64",-1.23%,-43.28%,0.07,3.6K,10.0K
470,Corruption(s*),ETH,"2,805.53",-73.60%,125.99%,0.34,1.5K,4.2K
471,NFTrees,ETH,"2,798.04",null,-38.44%,12.9,264,421
472,Furballs.com Official,ETH,"2,794.39",1622.82%,166.12%,0.69,1.1K,7.4K
473,Pepsi Mic Drop,ETH,"2,794.19",50.18%,-55.97%,0.42,1.2K,1.9K
474,Where My Vans Go,ETH,"2,780.90",-100.00%,44.86%,55,98,181
475,AlgoRhythms by Han x Nicolas Daniel,ETH,"2,779.15",null,689900.00%,1.69,559,1.0K
476,KingFrogs,ETH,"2,773.84",79.61%,35.99%,0.05,5.6K,15.8K
477,BEEPLE - THE 5000 DAYS COLLECTION,ETH,"2,760.38",null,null,26.8,104,119
478,Revenants by Alethea AI,ETH,"2,759.07",null,-100.00%,20,70,100
479,Dooggies,ETH,"2,758.45",16.25%,-30.73%,0.09,3.3K,10.0K
480,INNOCENTCATS NFT,ETH,"2,754.22",24.36%,-14.98%,0.11,2.2K,9.0K
481,The Project URS,ETH,"2,747.22",-42.58%,76.33%,0.03,3.7K,10.0K
482,ChubbyKaijuDAO,ETH,"2,744.18",3.82%,15.92%,0.04,2.6K,10.0K
483,RTFKT BONUS ITEMS,ETH,"2,739.76",-100.00%,9.80%,1.99,380,24
484,GOATz,ETH,"2,733.58",105.57%,-12.01%,0.14,2.8K,7.2K
485,Space Poggers,ETH,"2,709.05",2602.37%,644.26%,0.04,3.5K,12.4K
486,The Summer Jam LAND Sale,ETH,"2,708.78",null,null,---,2,12
487,The Space Bulls TSB,ETH,"2,706.91",-10.34%,-34.11%,0.01,4.7K,8.9K
488,A.N.I.M.O,ETH,"2,706.30",274.02%,159.90%,0.1,3.7K,10.0K
489,Rengoku Legends [Samurai],ETH,"2,699.99",-77.90%,-51.35%,0.07,3.7K,6.3K
490,RTFKT PodX,ETH,"2,697.44",13.02%,6.32%,0.71,9.0K,1
491,Noodles (Official),ETH,"2,695.38",-64.98%,232.74%,0.3,2.8K,5.6K
492,Crypto Unicorns Land Market,ETH,"2,688.58",18.73%,72.03%,0.11,6.9K,30.0K
493,The Long Lost,ETH,"2,676.86",125.09%,-24.48%,0.06,4.5K,10.0K
494,Sunmiya Club Official,KLAY,"7,028,919.98",-36.67%,-3.58%,570,3.1K,10.0K
495,DuskBreakers,ETH,"2,672.53",4.60%,37.37%,0.2,2.8K,10.0K
496,HeavenComputer,ETH,"2,660.39",-19.12%,-89.98%,0.13,2.9K,7.8K
497,Llamaverse Genesis,ETH,"2,656.64",-20.32%,116.93%,3.6,572,4.0K
498,Society of Derivative Apes (SODA),ETH,"2,652.73",61.00%,-53.55%,0.03,5.2K,10.0K
499,Bear Game NFT,ETH,"2,645.27",null,103.70%,< 0.01,935,10.5K
500,MEV Army,ETH,"2,642.58",100.53%,35.53%,0.09,3.8K,10.0K
501,Yokai Kingdom Genesis,ETH,"2,640.21",10.08%,-11.74%,0.04,2.6K,8.9K
502,720 Minutes by Alexis Andr̩,ETH,"2,636.01",null,-37.33%,1.5,458,720
503,Rebel Bots,ETH,"2,623.06",195.49%,169.41%,0.4,3.3K,10.0K
504,Bullrun Babes,ETH,"2,621.57",-100.00%,680.00%,0.02,943,2.7K
505,glitch crystal monsters by Alida Sun,ETH,"2,616.66",null,-92.78%,0.45,640,1.0K
506,League of Kingdoms (Ethereum),ETH,"2,613.94",125.00%,-32.40%,0.02,2.2K,7.9K
507,10KTF Stockroom,ETH,"2,585.20",-86.73%,77.30%,0.08,3.3K,14
508,Obits Official,ETH,"2,582.87",-100.00%,-60.22%,0.09,2.9K,7.1K
509,Meta Angels NFT,ETH,"2,582.82",154.15%,-14.84%,0.2,4.6K,10.0K
510,ShakR Art,ETH,"2,575.80",null,null,---,8,33
511,Woodies Generative Characters,ETH,"2,569.46",11.91%,-43.98%,0.21,3.9K,9.7K
512,Mirandus Vaults,ETH,"2,567.37",null,null,---,5,5
513,Nouns,ETH,"2,566",-100.00%,4.44%,72,153,248
514,Apes-R-Us,ETH,"2,556.69",-70.76%,-51.93%,0.08,3.7K,8.4K
515,Crazy Lizard Army,ETH,"2,546.83",-87.80%,99.18%,0.02,2.0K,6.3K
516,IreneDAO,ETH,"2,544.03",-65.52%,76.09%,0.55,489,1.1K
517,Letters by Vinnie Hager,ETH,"2,529.23",-13.40%,-60.03%,3.75,855,1.0K
518,The Weirdo Ghost Gang,ETH,"2,525.80",-45.07%,104.99%,0.21,2.5K,5.6K
519,dino pals by hideo,ETH,"2,516.55",null,null,18,65,100
520,0xmons,ETH,"2,514.24",null,-100.00%,13,212,341
521,0xVampire Project,ETH,"2,504.59",-28.21%,-39.31%,< 0.01,4.4K,9.9K
522,Wulfz Official,ETH,"2,504.55",103.47%,-35.44%,0.07,1.0K,7.7K
523,Samurai Saga,ETH,"2,503.95",-56.34%,69.81%,0.22,1.4K,10.0K
524,Monaco Planet Yacht,ETH,"2,499.65",332.09%,-59.93%,0.06,4.9K,10.0K
525,Superlative Apes,ETH,"2,488.58",56.21%,-39.82%,0.1,2.2K,4.4K
526,LeWitt Generator Generator by Mitchell F. Chan,ETH,"2,476.56",-100.00%,-75.32%,0.9,430,750
527,Ascended NFT Official,ETH,"2,474.29",13.65%,-18.03%,0.07,4.3K,8.9K
528,The Alien Boy,ETH,"2,468.07",744.87%,129.76%,0.23,3.6K,10.0K
529,The Fungible by Pak,ETH,"2,461.94",-55.13%,-16.91%,4.5,926,6.3K
530,Dysto Apez Official,ETH,"2,461.58",47.84%,102.96%,0.45,1.9K,4.4K
531,Squishy Squad NFT,ETH,"2,460.76",-17.80%,-8.42%,0.18,6.0K,8.9K
532,HyperHash by Beervangeer,ETH,"2,459.91",-100.00%,null,1.79,198,369
533,Brotchain,ETH,"2,456.38",null,-37.11%,0.55,343,508
534,SUPERPLASTIC: Headtripz Pillz,ETH,"2,452.40",-1.46%,69.63%,0.09,1.9K,3
535,MidnightBreeze,ETH,"2,448.23",-11.06%,61.76%,0.38,3.4K,7.0K
536,Sidus NFT Heroes,ETH,"2,448.22",-28.75%,-57.45%,0.2,1.1K,5.3K
537,Chill Frogs NFT,ETH,"2,445.63",539.39%,-26.57%,0.02,2.4K,6.0K
538,VOID - Visitors of Imma Degen,ETH,"2,437.81",378.20%,35.23%,0.05,2.9K,10.0K
539,Turf Plots,ETH,"2,435.75",136.17%,-65.39%,0.38,2.0K,5.0K
540,Knights of Degen - Knights!,ETH,"2,432.71",-80.95%,23.28%,0.42,2.6K,8.9K
541,Big Cats Official Collection,ETH,"2,426.34",-33.14%,-65.15%,0.14,3.4K,5.2K
542,Women Tribe NFT,ETH,"2,415.85",99.10%,-43.61%,0.09,5.3K,10.0K
543,Larva Lads,ETH,"2,415.48",20.76%,-60.86%,0.11,2.7K,5.0K
544,Playboy Rabbitars Official,ETH,"2,404.35",-42.68%,21.11%,0.11,5.2K,12.0K
545,The Blocks of Art by Shvembldr,ETH,"2,396.34",null,null,5,185,500
546,Screens by Thomas Lin Pedersen,ETH,"2,395",null,-17.54%,1.6,506,1.0K
547,Master Sha Artist,ETH,"2,392.72",-100.00%,null,0.42,1.5K,5.0K
548,Paladin Pandas,ETH,"2,392.38",57.06%,21.84%,0.06,2.8K,9.8K
549,Creepz Loomi Vault,ETH,"2,387.34",-62.22%,118.75%,0.31,152,5.0K
550,Timeless Characters,ETH,"2,379.28",-8.01%,-8.49%,0.59,3.1K,9.4K
551,CyberKongz_old,ETH,"2,379.16",null,null,---,1,1.0K
552,Crypto Hobos,ETH,"2,376.34",-100.00%,-51.45%,0.02,3.0K,8.0K
553,ZenApe,ETH,"2,376.26",-26.95%,-34.25%,0.2,2.4K,5.0K
554,ASM AIFA All-Stars,ETH,"2,374.40",583.37%,211.80%,0.18,3.3K,31.1K
555,Bunny Buddies,ETH,"2,365.10",-52.18%,-23.59%,0.15,4.7K,8.9K
556,Magic Mushroom Clubhouse,ETH,"2,363.52",68.81%,-23.82%,0.13,5.8K,9.2K
557,Wrapped Strikers,ETH,"2,360.46",null,11.07%,0.09,865,3.5K
558,Crypto Citizens,ETH,"2,336.77",null,null,1.1,1.3K,2.9K
559,lobsterdao,ETH,"2,329.67",-67.54%,122.53%,1.84,1.7K,3.4K
560,Sad Frogs District,ETH,"2,322.14",null,0.50%,< 0.01,2.2K,7.0K
561,merge.,ETH,"2,306.19",-15.39%,4.59%,0.19,9.5K,26.6K
562,C86 Cyborg,ETH,"2,302.83",40.21%,-6.46%,0.03,3.9K,8.6K
563,Sad Girls Bar,ETH,"2,302.38",-3.33%,-67.21%,0.14,4.7K,10.0K
564,EulerBeats Genesis,ETH,"2,296.49",null,null,1,439,54
565,The Orbs by BT,ETH,"2,285.53",167.58%,-68.03%,0.66,1.4K,3.3K
566,Yung Ape Squad Official,ETH,"2,258.75",326.19%,-44.71%,0.03,3.1K,6.6K
567,Fantasy Islands - Sandbox,ETH,"2,258.41",-100.00%,-44.04%,0.12,600,7
568,Pulsquares by Arihz,ETH,"2,245.09",null,643.24%,1.39,172,473
569,iNFT Personality Pod by Alethea AI,ETH,"2,242.93",33.79%,-19.43%,0.26,1.4K,9.8K
570,Dreams by Joshua Bagley,ETH,"2,232.67",-100.00%,71.72%,0.65,388,700
571,Shields,ETH,"2,227.60",110.81%,86.49%,0.14,1.6K,5.0K
572,PeopleInThePlaceTheyLove,ETH,"2,224.96",-25.86%,634.62%,6.24,761,1.0K
573,Grails by PROOF Collective,ETH,"2,221.51",423.08%,-61.09%,2.35,673,1.0K
574,Democracity by Generative Artworks,ETH,"2,203.99",null,-88.39%,0.17,602,1.0K
575,Tales Of Tsuki Genesis,ETH,"2,199.10",-47.72%,6.77%,0.03,5.8K,10.0K
576,NFT HUD Lifetime Access,ETH,"2,197.40",68.80%,-12.76%,0.29,2.7K,3.0K
577,Urbit ID,ETH,"2,195.90",-100.00%,89.24%,0.02,7.5K,17.2K
578,BEEPLE - GENESIS COLLECTION,ETH,"2,193.63",null,null,70,46,102
579,Wavelength by Kaleb Johnston,ETH,"2,186.70",-100.00%,-42.43%,1.2,709,1.1K
580,Solvency by Ezra Miller,ETH,"2,186.35",null,null,3.44,245,500
581,- TronWars -,ETH,"2,180.64",4.95%,-31.97%,0.09,4.9K,8.9K
582,CryptoBeasts,ETH,"2,173.07",318.75%,-22.88%,0.07,2.6K,10.0K
583,Deez Nuts (Official Nuts),ETH,"2,172.46",-30.40%,21.31%,0.33,2.3K,10.0K
584,Colorglyphs,ETH,"2,170.95",-100.00%,149.50%,2.5,154,520
585,Eccentrics 2: Orbits by Radix,ETH,"2,164.39",null,-100.00%,0.35,337,500
586,FEWOCiOUS,ETH,"2,163.81",null,-66.08%,1.99,820,1.7K
587,Chiptos,ETH,"2,163.17",null,-39.73%,1.25,288,512
588,Fox Game Official,ETH,"2,161.55",null,5587.43%,< 0.01,1.1K,18.5K
589,JunkYardDogs,ETH,"2,158.82",138.21%,25.77%,0.05,3.4K,8.0K
590,Genesis Curry Flow,ETH,"2,154.94",35.21%,48.51%,0.07,2.2K,5
591,BRAiN VOMiTS GARDEN,ETH,"2,151.61",111.26%,16.99%,0.25,2.3K,4.4K
592,SympathyForTheDevils,ETH,"2,149.38",-100.00%,-74.77%,0.04,2.0K,5.8K
593,Troverse Planets,ETH,"2,144.04",298.14%,-36.00%,0.4,4.1K,10.0K
